LocalSiteName,StudySite,LocalUseCode,Comments_UseCode,USGS_siteno,USGS_StationName,LocalSiteCoreSubName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,LandSurfaceElevation_mASL_NAVD88,Core_MP_height_m,DateOfConstruction,Comments_DateOfConstruction,TotalBoring/DrillingDepth_mBLS,NameOfContractor,DrillerName,CoringBegan_mBLS,CoringEnded_mBLS,CoreRecoveryLength_m,TopOfCoreElevation_mASL_NAVD88,CoreLengthPounded_m,CoreBarrelType,SubsurfaceCoreZone,FreeProductOilPresentInCore,DrillersFieldComments,Comments_Miscellaneous
x15-N46,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342484.57,5271169.06,,,433.503,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.503,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N47,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342478.78,5271163.04,,,433.364,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.364,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
x15-N48,Bemidji,tss,test hole where just a surface soil sample was collected,,,,342472.85,5271157.86,,,433.372,0.0,,,,USGS MN Water Science Center,Not applicable,0.0,0.305,,433.372,0.0,shovel,Unsaturated zone,No,"estimated ""coring"" depth.  These were soil samples collected for lab analyses.",
xRW-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,,,RW-1N-1,342817.56,5271046.88,1.0,31.74,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,0.0,0.305,,,0.305,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation well
xRW-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,,,RW-1N-2,342817.56,5271046.88,1.0,31.74,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,0.914,1.524,,,0.61,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation well
xRW-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,,,RW-1N-3,342817.56,5271046.88,1.0,31.74,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.048,,,0.61,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation well
xRW-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,,,RW-1N-4,342817.56,5271046.88,1.0,31.74,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,3.962,4.572,,,0.61,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation well
xRW-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,,,RW-1N-5,342817.56,5271046.88,1.0,31.74,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,5.486,6.096,,,0.61,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation well
xRW-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,,,RW-1N-6,342817.56,5271046.88,1.0,31.74,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,7.01,7.62,,,0.61,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation well
xRW-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,,,RW-1N-7,342817.56,5271046.88,1.0,31.74,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,8.23,8.839,,,0.61,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation well
xRW-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,,,RW-1N-8,342817.56,5271046.88,1.0,31.74,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,9.449,9.754,,,0.305,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation well
xRW-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,,,RW-1N-9,342817.56,5271046.88,1.0,31.74,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,9.754,10.668,,,0.61,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation well
xRW-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,,,RW-1N-10,342817.56,5271046.88,1.0,31.74,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,10.668,12.192,,,1.524,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation well
x1505,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1505-1,342816.17,5270854.57,,,,0.0,20150811,,3.658,Geoprobe systems,D. Golden;  D. Pipp,0.0,1.219,0.914,,1.219,Geoprobe DT325 tooling: freezing core barrel; 4-ft PVC liner with 1.965-inch inner dia.,Unsaturated zone,No,Practicing with new 4 ft. freeze drive shoe. Pulled ahead 4 meters from last coring location at 1504. Good cores. Nice afternoon of trying new freeze shoe.,Practicing with new Geoprobe 4 ft. freezing drive show. Pulled again 4 meters from last coring location at site 1504
x1505,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1505-2,342816.17,5270854.57,,,,0.0,20150811,,3.658,Geoprobe systems,D. Golden;  D. Pipp,1.219,2.438,1.219,,1.219,Geoprobe DT325 tooling: freezing core barrel; 4-ft PVC liner with 1.965-inch inner dia.,Spanning the water table,Yes,"Practicing with new 4 ft. freeze drive shoe. Pulled ahead 4 meters from last coring location at 1504. Good cores. Nice afternoon of trying new freeze shoe. Nice core. No basket/sleeve with basket. Smells like hydrocarbons. Oil 'free product'  in core at 5.7 ft. below land surface, which is kind of surprising.",Practicing with new Geoprobe 4 ft. freezing drive show. Pulled again 4 meters from last coring location at site 1504
x1505,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1505-3,342816.17,5270854.57,,,,0.0,20150811,,3.658,Geoprobe systems,D. Golden;  D. Pipp,2.438,3.658,0.914,,1.219,Geoprobe DT325 tooling: freezing core barrel; 4-ft PVC liner with 1.965-inch inner dia.,Saturated Zone,No,Practicing with new 4 ft. freeze drive shoe. Pulled ahead 4 meters from last coring location at 1504. Good cores. Nice afternoon of trying new freeze shoe. Nice core. 5-inch ice plug at bottom of core. 30 sec 'on'/1 min 'off' with CO2. Did this 5 times.,Practicing with new Geoprobe 4 ft. freezing drive show. Pulled again 4 meters from last coring location at site 1504
x1506G-01,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,x473419095052403,1506G-01  Bemidji Toxics Research Site,1506-1,342809.38,5270868.76,0.0,,426.034,0.0,20150812.0,Installed vapor well at this location several days after core was collected,2.438,USGS MN Water Science Center,B. Mason; E. Smith,0.0,1.219,1.0,426.034,1.219,Geoprobe DT325 tooling: freezing core barrel; 4-ft PVC liner with 1.965-inch inner dia.,Unsaturated zone,No,"Originally were going to install 2-inch access tube for J. Nieber's TDR measurement, but that was never installed. Installed vapor well in this hole instead a few days after collecting cores. Vapor well ports at 0.5, 1.0, and 1.5 meters below land surface. Oil level in well 1428 = 6.67 ft.","This site was originally named 1428G, but changed to 1506G to match with the cores collected here.  Near well 1428 in south pool.  Cores and vapor well with 3 ports (0.5, 1.0, 1.5 m BLS)"
x1506G-01,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,x473419095052403,1506G-01  Bemidji Toxics Research Site,1506-2,342809.38,5270868.76,0.0,,426.034,0.0,20150812.0,Installed vapor well at this location several days after core was collected,2.438,USGS MN Water Science Center,B. Mason; E. Smith,1.219,2.438,1.076,424.815,1.219,Geoprobe DT325 tooling: freezing core barrel; 4-ft PVC liner with 1.965-inch inner dia.,Spanning the water table,Yes,"Originally were going to install 2-inch access tube for J. Nieber's TDR measurement, but that was never installed. Installed vapor well in this hole instead a few days after collecting cores. Vapor well ports at 0.5, 1.0, and 1.5 meters below land surface. Oil level in well 1428 = 6.67 ft. Oil level in this core starts at 4.5 ft. below land surface. Nice core!","This site was originally named 1428G, but changed to 1506G to match with the cores collected here.  Near well 1428 in south pool.  Cores and vapor well with 3 ports (0.5, 1.0, 1.5 m BLS)"
xTG1101,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342804.35,5271043.52,1.0,18.3,432.383,0.0,20110502,,10.302,Dakota Technologies,S. Adamek; Tad,0.0,10.302,0.0,432.383,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1102,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342832.74,5271049.96,,,432.722,0.0,20110502,,10.302,Dakota Technologies,S. Adamek; Tad,0.0,10.302,0.0,432.722,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1103,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342829.24,5271042.46,,,432.622,0.0,20110502,,10.311,Dakota Technologies,S. Adamek; Tad,0.0,10.311,0.0,432.622,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1104,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342835.86,5271044.02,,,432.609,0.0,20110502,,10.336,Dakota Technologies,S. Adamek; Tad,0.0,10.336,0.0,432.609,,Direct-push LIF (laser-induced fluorescence),No core collected,No,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1105,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342819.97,5271063.2,1.0,40.55,433.03,0.0,20110502,,10.299,Dakota Technologies,S. Adamek; Tad,0.0,10.299,0.0,433.03,,Direct-push LIF (laser-induced fluorescence),No core collected,No,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1106,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342807.75,5271061.6,1.0,28.73,432.656,0.0,20110502,,10.302,Dakota Technologies,S. Adamek; Tad,0.0,10.302,0.0,432.656,,Direct-push LIF (laser-induced fluorescence),No core collected,No,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1107,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342800.43,5271065.47,,,432.266,0.0,20110502,,10.305,Dakota Technologies,S. Adamek; Tad,0.0,10.305,0.0,432.266,,Direct-push LIF (laser-induced fluorescence),No core collected,No,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1108,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342818.35,5271048.01,1.0,32.92,432.797,0.0,20110502,,10.302,Dakota Technologies,S. Adamek; Tad,0.0,10.302,0.0,432.797,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1109,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342796.53,5271048.57,1.0,13.2,431.968,0.0,20110502,,10.305,Dakota Technologies,S. Adamek; Tad,0.0,10.305,0.0,431.968,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342753.04,5271031.34,1.0,-33.54,430.195,0.0,20110503,,9.126,Dakota Technologies,S. Adamek; Tad,0.0,9.126,0.0,430.195,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1111,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342770.45,5271054.3,,,431.285,0.0,20110503,,8.97,Dakota Technologies,S. Adamek; Tad,0.0,8.97,0.0,431.285,,Direct-push LIF (laser-induced fluorescence),No core collected,No,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1112,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342737.22,5271041.8,,,429.996,0.0,20110503,,7.556,Dakota Technologies,S. Adamek; Tad,0.0,7.556,0.0,429.996,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1113,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342767.35,5271037.52,1.0,-17.96,430.194,0.0,20110503,,7.327,Dakota Technologies,S. Adamek; Tad,0.0,7.327,0.0,430.194,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1114,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342740.67,5271054.68,,,430.465,0.0,20110503,,7.437,Dakota Technologies,S. Adamek; Tad,0.0,7.437,0.0,430.465,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1115,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342761.52,5271021.91,,,431.209,0.0,20110503,,9.098,Dakota Technologies,S. Adamek; Tad,0.0,9.098,0.0,431.209,,Direct-push LIF (laser-induced fluorescence),No core collected,No,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1116,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342774.12,5271047.82,,,430.644,0.0,20110503,,7.577,Dakota Technologies,S. Adamek; Tad,0.0,7.577,0.0,430.644,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1117,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342780.27,5271041.57,1.0,-4.5,430.267,0.0,20110503,,7.602,Dakota Technologies,S. Adamek; Tad,0.0,7.602,0.0,430.267,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1118,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342783.2,5271036.87,1.0,-3.73,430.316,0.0,20110503,,9.001,Dakota Technologies,S. Adamek; Tad,0.0,9.001,0.0,430.316,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1119,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342787.61,5271026.18,,,430.655,0.0,20110503,,7.614,Dakota Technologies,S. Adamek; Tad,0.0,7.614,0.0,430.655,,Direct-push LIF (laser-induced fluorescence),No core collected,No,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1120,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342761.56,5271038.46,,,430.1,0.0,20110503,,7.586,Dakota Technologies,S. Adamek; Tad,0.0,7.586,0.0,430.1,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,"near 9620, location added in GIS; Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body"
xTG1121,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342779.55,5271054.9,,,432.092,0.0,20110503,,9.098,Dakota Technologies,S. Adamek; Tad,0.0,9.098,0.0,432.092,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
xTG1122,Bemidji,tg,test hole with samples collected by a Geoprobe,,,,342789.52,5271045.33,1.0,5.48,431.811,0.0,20110503,,9.104,Dakota Technologies,S. Adamek; Tad,0.0,9.104,0.0,431.811,,Direct-push LIF (laser-induced fluorescence),No core collected,Yes,,Part of Laser-Induced Fluorescence (LIF) Geoprobe Survey to identify floating oil body
